"Pl_HostName","Pl_Letter","Pl_Name","Pl_DiscoveryMethod","Pl_DiscoveryYear","Pl_OrbitalPeriod","Pl_SemiMajorAxis","Pl_Eccentricity","Pl_MassEarth","Pl_RadiusEarth","Pl_Density","Pl_EquilibriumTemp","Pl_InsolationFlux","Pl_NumStars","St_Distance","St_OpticalMagnitude","St_SpectralType","St_EffectiveTemp","St_SurfaceGravity","St_Luminosity","St_MassSolar","St_RadiusSolar","St_Metallicity","St_MetallicityRatio","St_Age"
"Kepler-1002","b","Kepler-1002 b","Transit",2016,4.33642933,NA,NA,3.57,1.71,3.92,NA,NA,1,425,11.647,"",6144,4.13,0.501,1.22,1.57,0.04,"[Fe/H]",4.07
"Kepler-1003","b","Kepler-1003 b","Transit",2016,3.55485691,NA,NA,3.82,1.78,3.72,NA,814.92,1,873,14.023,"",6109,4.35,0.234,1.11,1.17,0.01,"[Fe/H]",3.16
"Kepler-1004","b","Kepler-1004 b","Transit",2016,5.28789787,NA,NA,32.5,6.28,0.721,NA,1610.09,1,1080,13.4,"",4972,3.43,0.713,1.11,3.39,-0.04,"[Fe/H]",7.76
"Kepler-1005","b","Kepler-1005 b","Transit",2016,6.49801525,NA,NA,2.86,1.5,4.66,NA,301.33,1,515,13.184,"",5782,4.38,0.121,1,1.06,0.02,"[Fe/H]",6.17
"Kepler-1006","b","Kepler-1006 b","Transit",2016,19.76172042,NA,NA,2.99,1.54,4.5,NA,153.49,1,496,14.563,"",5328,4.59,-0.4,0.78,0.74,-0.4,"[Fe/H]",4.27
"Kepler-1007","b","Kepler-1007 b","Transit",2016,5.18500207,NA,NA,2.67,1.44,4.91,NA,NA,1,365,14.735,"",4587,4.62,-0.568,0.73,0.7,0.03,"[Fe/H]",4.17
"Kepler-1008","b","Kepler-1008 b","Transit",2016,12.43931193,NA,NA,2.18,1.28,5.71,NA,35.41,1,299,13.379,"",5066,4.56,-0.518,0.81,0.78,-0.01,"[Fe/H]",6.76
"Kepler-1009","b","Kepler-1009 b","Transit",2016,11.35011917,NA,NA,5.35,2.17,2.88,NA,11.56,1,281,15.301,"",4027,4.7,-0.893,0.59,0.57,-0.12,"[Fe/H]",3.16
"Kepler-101","b","Kepler-101 b","Transit",2014,3.4876812,0.0474,0.086,51.1,5.77,1.45,1513,1240.33,1,657,13.8,"G3 IV",5667,4.12,0.417,1.17,1.56,0.33,"[Fe/H]",5.9
"Kepler-101","c","Kepler-101 c","Transit",2014,6.02976,0.0684,0,3.78,1.25,10.5,1413,596.07,1,657,13.8,"G3 IV",5667,4.12,0.417,1.17,1.56,0.33,"[Fe/H]",5.9
"Kepler-1010","b","Kepler-1010 b","Transit",2016,34.2685705,NA,NA,5.99,2.32,2.64,NA,10.17,1,610,14.687,"",5253,4.55,-0.424,0.86,0.82,-0.01,"[Fe/H]",4.79
"Kepler-1011","b","Kepler-1011 b","Transit",2016,5.75322197,NA,NA,8.6,2.87,2,NA,108.79,1,860,15.203,"",5416,4.52,-0.411,0.91,0.88,0.08,"[Fe/H]",4.47
"Kepler-1012","b","Kepler-1012 b","Transit",2016,5.50860439,NA,NA,2.21,1.29,5.66,NA,191.81,1,420,13.315,"",5556,4.5,-0.203,0.95,0.91,0.05,"[Fe/H]",3.72
"Kepler-1013","b","Kepler-1013 b","Transit",2016,18.93054959,NA,NA,5.27,2.15,2.91,NA,16.1,1,433,14.408,"",4954,4.59,-0.585,0.81,0.76,0.04,"[Fe/H]",4.27
"Kepler-1014","b","Kepler-1014 b","Transit",2016,16.57110363,NA,NA,6.3,2.39,2.54,NA,33.48,1,672,14.627,"",5388,4.54,-0.335,0.88,0.84,-0.06,"[Fe/H]",4.79
"Kepler-1015","b","Kepler-1015 b","Transit",2016,16.00494214,NA,NA,12.3,3.55,1.51,NA,172.11,1,932,12.759,"",6769,4.09,0.515,1.49,1.81,0.06,"[Fe/H]",1.58
"Kepler-1016","b","Kepler-1016 b","Transit",2016,1.95452434,NA,NA,5.39,2.18,2.86,NA,1445.2,1,1239,15.319,"",5821,4.44,0.085,0.99,1,-0.03,"[Fe/H]",3.89
"Kepler-1016","c","Kepler-1016 c","Transit",2016,105.6551369,NA,NA,13.1,3.68,1.44,NA,7.07,1,1239,15.319,"",5821,4.44,0.085,0.99,1,-0.03,"[Fe/H]",3.89
"Kepler-1017","b","Kepler-1017 b","Transit",2016,7.23400469,NA,NA,4.62,1.99,3.22,NA,119.6,1,554,14.115,"",5473,4.53,-0.241,0.93,0.87,0.04,"[Fe/H]",2.95
"Kepler-1018","b","Kepler-1018 b","Transit",2016,49.1013514,NA,NA,7.18,2.58,2.3,NA,12.1,1,894,15.014,"",5518,4.52,-0.086,0.91,0.88,-0.05,"[Fe/H]",4.47
"Kepler-1019","b","Kepler-1019 b","Transit",2016,1.41122985,NA,NA,2.73,1.46,4.82,NA,330.25,1,198,13.593,"",4433,4.64,-0.857,0.7,0.67,0.01,"[Fe/H]",3.55
"Kepler-102","b","Kepler-102 b","Transit",2014,5.28696,NA,NA,4.3,0.47,NA,NA,90.33,1,110,11.478,"",4909,4.58,-0.553,0.81,0.76,0.18,"[Fe/H]",4.07
"Kepler-102","c","Kepler-102 c","Transit",2014,7.07142,NA,NA,3,0.58,NA,NA,61.32,1,110,11.478,"",4909,4.58,-0.553,0.81,0.76,0.18,"[Fe/H]",4.07
"Kepler-102","d","Kepler-102 d","Transit",2014,10.3117,NA,NA,3.8,1.18,13.27,NA,37.04,1,110,11.478,"",4909,4.58,-0.553,0.81,0.76,0.18,"[Fe/H]",4.07
"Kepler-102","e","Kepler-102 e","Transit",2013,16.1457,NA,NA,8.93,2.22,4.68,NA,20.39,1,110,11.478,"",4909,4.58,-0.553,0.81,0.76,0.18,"[Fe/H]",4.07
"Kepler-102","f","Kepler-102 f","Transit",2014,27.4536,NA,NA,5.2,0.88,NA,NA,10.05,1,110,11.478,"",4909,4.58,-0.553,0.81,0.76,0.18,"[Fe/H]",4.07
"Kepler-1020","b","Kepler-1020 b","Transit",2016,96.9151496,NA,NA,5.82,2.28,2.7,NA,2.34,1,446,13.983,"",5227,4.57,-0.442,0.87,0.8,0,"[Fe/H]",3.63
"Kepler-1021","b","Kepler-1021 b","Transit",2016,13.47469571,NA,NA,6.04,2.33,2.62,NA,50.37,1,837,15.173,"",5431,4.53,-0.318,0.89,0.86,-0.05,"[Fe/H]",4.68
"Kepler-1022","b","Kepler-1022 b","Transit",2016,10.99469878,NA,NA,6.17,2.36,2.58,NA,19.26,1,455,15.377,"",4445,4.64,-0.878,0.71,0.68,0.06,"[Fe/H]",3.63
"Kepler-1023","b","Kepler-1023 b","Transit",2016,62.1387714,NA,NA,7.41,2.63,2.24,NA,6.98,1,686,14.502,"",5494,4.51,-0.2,0.93,0.89,0.05,"[Fe/H]",4.47
"Kepler-1024","b","Kepler-1024 b","Transit",2016,66.4162133,NA,NA,14.5,3.91,1.33,NA,5.45,1,1017,16.006,"",5143,4.57,-0.385,0.81,0.78,-0.1,"[Fe/H]",5.25
"Kepler-1025","b","Kepler-1025 b","Transit",2016,37.3229493,NA,NA,4.58,1.98,3.24,NA,17.95,1,716,13.556,"",6089,4.37,0.271,1.09,1.13,-0.03,"[Fe/H]",3.31
"Kepler-1026","b","Kepler-1026 b","Transit",2016,36.5156053,NA,NA,5.52,2.21,2.81,NA,5.99,1,389,14.202,"",4948,4.59,-0.664,0.79,0.75,-0.02,"[Fe/H]",4.57
"Kepler-1027","b","Kepler-1027 b","Transit",2016,1.9078052,NA,NA,0.64,0.89,4.99,NA,1162.51,1,291,12.84,"",5436,4.57,-0.021,0.91,0.82,-0.06,"[Fe/H]",1.41
"Kepler-1028","b","Kepler-1028 b","Transit",2016,2.51462432,NA,NA,2.33,1.33,5.44,NA,519.64,1,633,14.31,"",5522,4.52,-0.255,0.9,0.87,-0.09,"[Fe/H]",4.68
"Kepler-1029","b","Kepler-1029 b","Transit",2016,4.41769648,NA,NA,2.13,1.26,5.85,NA,NA,1,422,14.301,"",5030,4.58,-0.674,0.82,0.77,0.01,"[Fe/H]",4.07
"Kepler-103","b","Kepler-103 b","Transit",2014,15.9654,NA,0.03,9.7,3.37,1.38,NA,150.54,1,485,12.247,"",5845,4.16,0.373,1.09,1.44,0.07,"[Fe/H]",5.7
"Kepler-103","c","Kepler-103 c","Transit",2014,179.612,NA,0.02,36.1,5.14,1.47,NA,5.97,1,485,12.247,"",5845,4.16,0.373,1.09,1.44,0.07,"[Fe/H]",5.7
"Kepler-1030","b","Kepler-1030 b","Transit",2016,19.32952416,NA,NA,6.71,2.48,2.42,NA,16.88,1,795,15.716,"",4983,4.59,-0.593,0.8,0.76,-0.01,"[Fe/H]",4.37
"Kepler-1031","b","Kepler-1031 b","Transit",2016,1.22621732,NA,NA,0.59,0.87,4.92,NA,NA,1,741,13.8,"",6011,4.38,0.17,1.09,1.12,0.03,"[Fe/H]",3.39
"Kepler-1032","b","Kepler-1032 b","Transit",2016,3.29011795,NA,NA,4.16,1.87,3.5,NA,176.14,1,607,15.799,"",4647,4.62,-0.655,0.77,0.71,0.16,"[Fe/H]",1.86
"Kepler-1033","b","Kepler-1033 b","Transit",2016,7.56052806,NA,NA,6.85,2.51,2.38,NA,159.42,1,1425,15.929,"",5547,4.49,-0.121,0.94,0.92,0.06,"[Fe/H]",5.01
"Kepler-1034","b","Kepler-1034 b","Transit",2016,12.12400943,NA,NA,5.73,2.26,2.73,NA,36.79,1,706,15.074,"",5198,4.57,-0.463,0.83,0.8,-0.06,"[Fe/H]",4.79
"Kepler-1035","b","Kepler-1035 b","Transit",2016,2.71407755,NA,NA,1.71,1.17,5.87,NA,1180.06,1,408,13.005,"",5763,4.45,0.196,0.98,0.97,-0.03,"[Fe/H]",4.47
"Kepler-1036","b","Kepler-1036 b","Transit",2016,122.8808058,NA,NA,9.32,3.01,1.88,NA,2.82,1,507,13.764,"",5533,4.52,-0.228,0.95,0.89,0.04,"[Fe/H]",3.24
"Kepler-1037","b","Kepler-1037 b","Transit",2016,1.06378867,NA,NA,2.18,1.28,5.71,NA,1015.43,1,451,14.231,"",5105,4.57,-0.463,0.82,0.78,-0.03,"[Fe/H]",5.13
"Kepler-1038","b","Kepler-1038 b","Transit",2016,148.4603382,NA,NA,12.2,3.53,1.52,NA,1.51,1,622,14.856,"",5335,4.55,-0.48,0.87,0.83,-0.04,"[Fe/H]",4.27
"Kepler-1039","b","Kepler-1039 b","Transit",2016,0.93488424,NA,NA,2.73,1.46,4.82,NA,668.13,1,324,14.096,"",4870,4.6,-0.717,0.79,0.74,0.01,"[Fe/H]",4.37
"Kepler-104","b","Kepler-104 b","Transit",2014,11.427548,0.094,NA,19.6,3.1,3.62,NA,119.91,1,403,12.57,"",5711,4.11,0.057,1.01,1.35,-0.2,"[Fe/H]",3.72
"Kepler-104","c","Kepler-104 c","Transit",2014,23.668205,0.153,NA,9.96,3.13,1.78,NA,45.44,1,403,12.57,"",5711,4.11,0.057,1.01,1.35,-0.2,"[Fe/H]",3.72
"Kepler-104","d","Kepler-104 d","Transit",2014,51.755394,0.257,NA,12.5,3.58,1.5,NA,16.01,1,403,12.57,"",5711,4.11,0.057,1.01,1.35,-0.2,"[Fe/H]",3.72
"Kepler-1040","b","Kepler-1040 b","Transit",2016,201.1214,NA,NA,4.98,2.08,3.04,NA,2.12,1,473,13.322,"",5694,4.47,-0.071,0.98,0.96,0.01,"[Fe/H]",4.17
"Kepler-1041","b","Kepler-1041 b","Transit",2016,24.7576421,NA,NA,8.96,2.94,1.94,NA,117.96,1,979,14.442,"",5957,4.4,0.477,1.06,1.08,0.01,"[Fe/H]",3.55
"Kepler-1042","b","Kepler-1042 b","Transit",2016,10.13202575,NA,NA,5.43,2.19,2.84,NA,NA,1,659,15.672,"",4815,4.61,-0.6,0.75,0.72,-0.1,"[Fe/H]",4.79
"Kepler-1043","b","Kepler-1043 b","Transit",2016,38.5053398,NA,NA,7.04,2.55,2.33,NA,21.69,1,838,14.762,"",5629,4.5,-0.09,0.92,0.9,-0.11,"[Fe/H]",4.47
"Kepler-1044","b","Kepler-1044 b","Transit",2016,6.77408868,NA,NA,7.61,2.67,2.2,NA,218.5,1,1507,15.306,"",5985,4.38,-0.004,1.08,1.11,0.04,"[Fe/H]",3.55
"Kepler-1045","b","Kepler-1045 b","Transit",2016,26.41045478,NA,NA,7.7,2.69,2.17,NA,19.13,1,971,15.549,"",5301,4.55,-0.344,0.86,0.82,-0.03,"[Fe/H]",4.47
"Kepler-1046","b","Kepler-1046 b","Transit",2016,14.37508035,NA,NA,3.57,1.71,3.92,NA,NA,1,518,13.248,"",5913,4.42,0.064,1.04,1.04,0,"[Fe/H]",3.63
"Kepler-1047","b","Kepler-1047 b","Transit",2016,56.1886887,NA,NA,5.02,2.09,3.02,NA,28.85,1,566,13.329,"",5754,4.37,0.399,1.08,1.13,0.29,"[Fe/H]",4.47
"Kepler-1047","c","Kepler-1047 c","Transit",2016,3.18897601,NA,NA,0.937,0.99,5.31,NA,1323.07,1,566,13.329,"",5754,4.37,0.399,1.08,1.13,0.29,"[Fe/H]",4.47
"Kepler-1048","b","Kepler-1048 b","Transit",2016,6.92101021,NA,NA,3.22,1.61,4.24,NA,96.98,1,415,14.844,"",4651,4.62,-0.46,0.75,0.7,0.01,"[Fe/H]",3.98
"Kepler-1049","b","Kepler-1049 b","Transit",2016,3.27346074,NA,NA,0.809,0.95,5.18,NA,50.43,1,129,14.156,"",3864,4.77,-1.178,0.51,0.49,-0.33,"[Fe/H]",3.8
"Kepler-105","b","Kepler-105 b","Transit",2013,5.4122,0.066,0.47,5.1,4.81,0.252,1418,341.81,1,524,12.802,"",5827,4.35,0.082,0.96,0.89,-0.19,"[Fe/H]",3.47
"Kepler-105","c","Kepler-105 c","Transit",2014,7.1262,0.0731,NA,4.6,1.31,11.2,997,161,1,524,12.802,"",5827,4.35,0.082,0.96,0.89,-0.19,"[Fe/H]",3.47
"Kepler-1050","b","Kepler-1050 b","Transit",2016,15.3787546,NA,NA,3.19,1.6,4.28,NA,62.02,1,555,13.072,"",6010,4.37,0.035,1.09,1.13,0.03,"[Fe/H]",3.55
"Kepler-1050","c","Kepler-1050 c","Transit",2016,21.1284569,NA,NA,2.79,1.48,4.73,NA,40.64,1,555,13.072,"",6010,4.37,0.035,1.09,1.13,0.03,"[Fe/H]",3.55
"Kepler-1051","b","Kepler-1051 b","Transit",2016,25.96200249,NA,NA,11.5,3.4,1.61,NA,87.46,1,1021,13.116,"",6675,4.12,0.475,1.43,1.73,0.04,"[Fe/H]",1.74
"Kepler-1052","b","Kepler-1052 b","Transit",2016,34.8538276,NA,NA,8.91,2.93,1.95,NA,20.98,1,1051,14.861,"",5888,4.42,-0.089,1.03,1.03,0,"[Fe/H]",3.55
"Kepler-1053","b","Kepler-1053 b","Transit",2016,2.41435165,NA,NA,0.904,0.98,5.28,NA,139.82,1,171,13.209,"",4529,4.63,-0.903,0.74,0.69,0.1,"[Fe/H]",3.09
"Kepler-1054","b","Kepler-1054 b","Transit",2016,4.30655689,NA,NA,7.41,2.63,2.24,NA,760.52,1,1050,14.085,"",6209,4.26,0.342,1.22,1.34,0.09,"[Fe/H]",2.82
"Kepler-1055","b","Kepler-1055 b","Transit",2016,2.29503623,NA,NA,2.04,1.23,6.02,NA,647.26,1,422,13.073,"",5723,4.49,-0.159,0.98,0.94,-0.02,"[Fe/H]",3.09
"Kepler-1056","b","Kepler-1056 b","Transit",2016,27.495606,NA,NA,9.32,3.01,1.88,NA,56.91,1,971,14.56,"",6127,4.33,0.12,1.12,1.2,0.02,"[Fe/H]",2.95
"Kepler-1057","b","Kepler-1057 b","Transit",2016,14.08827448,NA,NA,11.2,3.36,1.62,NA,69.21,1,1462,15.608,"",5987,4.38,-0.163,1.07,1.1,0.01,"[Fe/H]",3.09
"Kepler-1058","b","Kepler-1058 b","Transit",2016,110.96546,NA,NA,7.85,2.72,2.14,NA,NA,1,525,15.504,"",4644,4.63,-0.316,0.73,0.69,-0.06,"[Fe/H]",3.39
"Kepler-1059","b","Kepler-1059 b","Transit",2016,3.76419105,NA,NA,3.64,1.73,3.86,NA,174.07,1,673,15.489,"",4906,4.61,-0.563,0.75,0.72,-0.15,"[Fe/H]",5.37
"Kepler-106","b","Kepler-106 b","Transit",2014,6.16486,NA,NA,5.3,0.82,NA,NA,277.22,1,451,12.839,"",5858,4.41,0.042,1,1.04,-0.12,"[Fe/H]",4.83
"Kepler-106","c","Kepler-106 c","Transit",2014,13.5708,NA,NA,10.44,2.5,3.28,NA,96.91,1,451,12.839,"",5858,4.41,0.042,1,1.04,-0.12,"[Fe/H]",4.83
"Kepler-106","d","Kepler-106 d","Transit",2014,23.9802,NA,NA,8.1,0.95,NA,NA,45.36,1,451,12.839,"",5858,4.41,0.042,1,1.04,-0.12,"[Fe/H]",4.83
"Kepler-106","e","Kepler-106 e","Transit",2014,43.8445,NA,NA,11.17,2.56,3.1,NA,20.29,1,451,12.839,"",5858,4.41,0.042,1,1.04,-0.12,"[Fe/H]",4.83
"Kepler-1060","b","Kepler-1060 b","Transit",2016,46.8779367,NA,NA,6.26,2.38,2.55,NA,17.42,1,861,14.637,"",5797,4.44,0.012,0.99,0.99,-0.03,"[Fe/H]",4.27
"Kepler-1061","b","Kepler-1061 b","Transit",2016,2.75798267,NA,NA,4.58,1.98,3.24,NA,788.5,1,585,13.204,"",6067,4.42,0.067,1.09,1.07,-0.03,"[Fe/H]",2.14
"Kepler-1062","b","Kepler-1062 b","Transit",2016,9.30412078,NA,NA,3.75,1.76,3.78,NA,33.76,1,388,14.805,"",4597,4.62,-0.705,0.75,0.7,0.11,"[Fe/H]",2.45
"Kepler-1063","b","Kepler-1063 b","Transit",2016,14.07971466,NA,NA,2.83,1.49,4.7,NA,NA,1,365,12.261,"",5945,4.37,0.166,1.09,1.14,0.09,"[Fe/H]",3.39
"Kepler-1064","b","Kepler-1064 b","Transit",2016,16.54080322,NA,NA,3.02,1.55,4.46,NA,NA,1,374,13.741,"",5153,4.57,-0.401,0.85,0.79,0,"[Fe/H]",3.89
"Kepler-1065","b","Kepler-1065 b","Transit",2016,3.60930891,NA,NA,13.4,3.73,1.42,NA,419.91,1,1078,15.502,"",5635,4.49,-0.176,0.94,0.93,-0.01,"[Fe/H]",4.47
"Kepler-1065","c","Kepler-1065 c","Transit",2016,2.37030743,NA,NA,3.19,1.6,4.28,NA,734.62,1,1078,15.502,"",5635,4.49,-0.176,0.94,0.93,-0.01,"[Fe/H]",4.47
"Kepler-1066","b","Kepler-1066 b","Transit",2016,1.93155984,NA,NA,6.17,2.36,2.58,NA,710.02,1,399,13.024,"",5762,4.45,-0.239,0.98,0.98,-0.03,"[Fe/H]",3.8
"Kepler-1067","b","Kepler-1067 b","Transit",2016,0.76212926,NA,NA,0.437,0.8,4.69,NA,2761.76,1,689,14.273,"",5592,4.49,-0.159,0.95,0.93,0.03,"[Fe/H]",4.79
"Kepler-1068","b","Kepler-1068 b","Transit",2016,16.92344113,NA,NA,12.8,3.63,1.47,NA,55.93,1,1532,15.832,"",5806,4.43,-0.07,1.01,1.01,0.03,"[Fe/H]",4.17
"Kepler-1069","b","Kepler-1069 b","Transit",2016,23.8990296,NA,NA,3.19,1.6,4.28,NA,78.17,1,435,13.098,"",5722,4.46,0.349,0.99,0.98,0.04,"[Fe/H]",4.37
"Kepler-107","b","Kepler-107 b","Transit",2014,3.179997,0.044,0.02,3.05,1.56,4.41,NA,1175.38,1,512,12.463,"",5851,4.2,0.344,1.16,1.41,0.2,"[Fe/H]",5.37
"Kepler-107","c","Kepler-107 c","Transit",2014,4.901425,0.059,0.02,3.93,1.81,3.64,NA,659.65,1,512,12.463,"",5851,4.2,0.344,1.16,1.41,0.2,"[Fe/H]",5.37
"Kepler-107","d","Kepler-107 d","Transit",2014,7.958203,0.082,0.14,1.24,1.07,5.56,NA,346.11,1,512,12.463,"",5851,4.2,0.344,1.16,1.41,0.2,"[Fe/H]",5.37
"Kepler-107","e","Kepler-107 e","Transit",2014,14.749049,0.123,0.02,11.8,3.45,1.58,NA,151.94,1,512,12.463,"",5851,4.2,0.344,1.16,1.41,0.2,"[Fe/H]",5.37
"Kepler-1070","b","Kepler-1070 b","Transit",2016,6.2216147,NA,NA,3.64,1.73,3.86,NA,380.13,1,1040,13.913,"",6261,4.27,0.268,1.21,1.32,0.03,"[Fe/H]",2.75
"Kepler-1071","b","Kepler-1071 b","Transit",2016,6.1799844,NA,NA,6.26,2.38,2.55,NA,137.93,1,964,15.829,"",5215,4.56,-0.35,0.86,0.81,0.01,"[Fe/H]",4.27
"Kepler-1072","b","Kepler-1072 b","Transit",2016,1.5690665,NA,NA,3.12,1.58,4.35,NA,2944,1,976,13.842,"",6199,4.27,0.341,1.2,1.32,0.07,"[Fe/H]",2.88
"Kepler-1073","b","Kepler-1073 b","Transit",2016,8.67888593,NA,NA,5.9,2.3,2.66,NA,128.55,1,837,14.532,"",5792,4.44,-0.089,1,1,0,"[Fe/H]",3.72
"Kepler-1073","c","Kepler-1073 c","Transit",2016,4.02582254,NA,NA,3.33,1.64,4.15,NA,357.08,1,837,14.532,"",5792,4.44,-0.089,1,1,0,"[Fe/H]",3.72
"Kepler-1074","b","Kepler-1074 b","Transit",2016,5.94566534,NA,NA,2.1,1.25,5.91,NA,27.57,1,245,15.006,"",4002,4.7,-1.076,0.6,0.57,-0.06,"[Fe/H]",3.55
"Kepler-1075","b","Kepler-1075 b","Transit",2016,1.52372816,NA,NA,2.6,1.42,4.99,NA,143.97,1,265,15.37,"",3959,4.72,-1.091,0.56,0.54,-0.17,"[Fe/H]",2.95
"Kepler-1076","b","Kepler-1076 b","Transit",2016,6.14727918,NA,NA,0.437,0.8,4.69,NA,NA,1,199,12.949,"",4868,4.6,-0.557,0.79,0.74,-0.01,"[Fe/H]",3.72
"Kepler-1077","b","Kepler-1077 b","Transit",2016,34.3511874,NA,NA,8.1,2.77,2.09,NA,26.93,1,1098,14.998,"",5816,4.43,-0.003,1.02,1.02,0.03,"[Fe/H]",4.17
"Kepler-1078","b","Kepler-1078 b","Transit",2016,3.00725242,NA,NA,4.27,1.9,3.42,NA,2298.64,1,1215,15.607,"",5612,4.49,0.502,0.94,0.92,-0.01,"[Fe/H]",4.37
"Kepler-1079","b","Kepler-1079 b","Transit",2016,13.24503188,NA,NA,3.29,1.63,4.17,NA,195.35,1,481,12.584,"",5758,4.21,0.263,1.08,1.36,0.21,"[Fe/H]",6.61
"Kepler-108","b","Kepler-108 b","Transit",2014,49.183921,0.292,0.22,56,8.65,0.475,NA,NA,1,729,13.084,"",5854,3.9,0.707,1.36,2.19,0.17,"[Fe/H]",3.89
"Kepler-108","c","Kepler-108 c","Transit",2014,190.323494,0.721,0.04,50.9,8.18,0.511,NA,NA,1,729,13.084,"",5854,3.9,0.707,1.36,2.19,0.17,"[Fe/H]",3.89
"Kepler-1080","b","Kepler-1080 b","Transit",2016,77.2548396,NA,NA,10.8,3.28,1.68,NA,55.45,1,688,13.409,"",5956,4.35,0.822,1.1,1.16,0.09,"[Fe/H]",3.89
"Kepler-1081","b","Kepler-1081 b","Transit",2016,3.85691855,NA,NA,1.01,1.01,5.39,NA,225.22,1,425,13.711,"",5345,4.54,-0.323,0.88,0.84,0.01,"[Fe/H]",4.68
"Kepler-1082","b","Kepler-1082 b","Transit",2016,1.5432066,NA,NA,1.46,1.12,5.71,NA,2949.56,1,628,13.342,"",5923,4.33,0.291,1.03,1.14,-0.06,"[Fe/H]",5.75
"Kepler-1083","b","Kepler-1083 b","Transit",2016,33.4177993,NA,NA,11.2,3.36,1.62,NA,10.15,1,912,15.85,"",5049,4.58,-0.483,0.81,0.77,-0.02,"[Fe/H]",4.68
"Kepler-1084","b","Kepler-1084 b","Transit",2016,2.05333679,NA,NA,1.41,1.11,5.67,NA,1766.59,1,427,12.158,"",6113,4.27,0.23,1.12,1.28,-0.02,"[Fe/H]",4.07
"Kepler-1085","b","Kepler-1085 b","Transit",2016,219.3217528,NA,NA,41.2,7.22,0.602,NA,2.06,1,1518,15.247,"",6000,4.37,0.077,1.11,1.14,0.08,"[Fe/H]",3.39
"Kepler-1086","b","Kepler-1086 b","Transit",2016,18.78425728,NA,NA,6.53,2.44,2.47,NA,9.16,1,464,15.555,"",4350,4.65,-0.833,0.7,0.66,0.06,"[Fe/H]",2.88
"Kepler-1086","c","Kepler-1086 c","Transit",2016,161.5163345,NA,NA,8.96,2.94,1.94,NA,0.52,1,464,15.555,"",4350,4.65,-0.833,0.7,0.66,0.06,"[Fe/H]",2.88
"Kepler-1087","b","Kepler-1087 b","Transit",2016,0.69384285,NA,NA,0.165,0.61,3.99,NA,3496.49,1,354,12.901,"",5589,4.48,-0.126,0.96,0.94,0.01,"[Fe/H]",3.55
"Kepler-1088","b","Kepler-1088 b","Transit",2016,23.12748644,NA,NA,2.6,1.42,4.99,NA,44.89,1,300,11.778,"",5975,4.4,0.061,1.08,1.08,0.05,"[Fe/H]",3.02
"Kepler-1089","b","Kepler-1089 b","Transit",2016,5.13248562,NA,NA,4.01,1.83,3.6,NA,26.27,1,227,15.598,"",3753,4.76,-1.37,0.52,0.49,-0.09,"[Fe/H]",3.72
"Kepler-109","b","Kepler-109 b","Transit",2014,6.48163,NA,0.21,7.3,2.37,NA,NA,432.33,1,482,12.295,"",5952,4.21,0.315,1.04,1.32,-0.08,"[Fe/H]",5.73
"Kepler-109","c","Kepler-109 c","Transit",2014,21.2227,NA,0.03,21.8,2.52,NA,NA,88.92,1,482,12.295,"",5952,4.21,0.315,1.04,1.32,-0.08,"[Fe/H]",5.73
"Kepler-1090","b","Kepler-1090 b","Transit",2016,198.680179,NA,NA,5.69,2.25,2.74,NA,1.82,1,702,14.996,"",5321,4.55,-0.194,0.86,0.82,-0.04,"[Fe/H]",4.37
"Kepler-1091","b","Kepler-1091 b","Transit",2016,1.43474156,NA,NA,2.73,1.46,4.82,NA,1740.86,1,915,14.715,"",5851,4.42,-0.051,1.01,1.03,0,"[Fe/H]",3.47
"Kepler-1092","b","Kepler-1092 b","Transit",2016,58.6017925,NA,NA,4.94,2.07,3.06,NA,17.02,1,914,14.616,"",5862,4.44,0.038,0.99,1,-0.09,"[Fe/H]",3.8
"Kepler-1093","b","Kepler-1093 b","Transit",2016,25.0824626,NA,NA,4.46,1.95,3.31,NA,NA,1,848,13.808,"",6166,4.33,0.429,1.13,1.2,-0.01,"[Fe/H]",2.95
"Kepler-1093","c","Kepler-1093 c","Transit",2016,89.722292,NA,NA,4.5,1.96,3.28,NA,NA,1,848,13.808,"",6166,4.33,0.429,1.13,1.2,-0.01,"[Fe/H]",2.95
"Kepler-1094","b","Kepler-1094 b","Transit",2016,78.1000231,NA,NA,10.2,3.18,1.74,NA,10.34,1,1371,14.961,"",6112,4.33,0.141,1.14,1.21,0.06,"[Fe/H]",3.09
"Kepler-1095","b","Kepler-1095 b","Transit",2016,4.27103091,NA,NA,1.92,1.21,5.96,NA,NA,1,758,14.526,"",5658,4.48,-0.113,0.94,0.92,-0.09,"[Fe/H]",4.47
"Kepler-1096","b","Kepler-1096 b","Transit",2016,2.89221751,NA,NA,2.07,1.24,5.97,NA,124.87,1,344,15.061,"",4306,4.66,-0.823,0.66,0.63,-0.1,"[Fe/H]",3.8
"Kepler-1097","b","Kepler-1097 b","Transit",2016,187.747029,NA,NA,10.7,3.26,1.7,NA,1.3,1,738,15.207,"",5211,4.57,-0.437,0.82,0.79,-0.11,"[Fe/H]",4.9
"Kepler-1098","b","Kepler-1098 b","Transit",2016,2.54307286,NA,NA,2.24,1.3,5.6,NA,995.67,1,876,14.733,"",5794,4.45,0.063,0.99,0.99,-0.02,"[Fe/H]",3.98
